Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.apache.commons.io.FileUtilsTestCase,1703.0,127.0,344.0,32.0,2.0,217.0,0.9497354497354498,0.9422572178477691,0.0,209.0,6.0,
org.apache.commons.io.FileUtilsTestCase.ListDirectoryWalker,20.0,4.0,8.0,6.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,
org.apache.commons.io.FileUtilsWaitForTestCase,17.0,4.0,10.0,3.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,
org.apache.commons.io.HexDumpTest,181.0,4.0,13.0,5.0,1.0,9.0,0.0,0.0,0.0,28.0,0.0,
org.apache.commons.io.input.AutoCloseInputStreamTest,57.0,5.0,11.0,5.0,1.0,6.0,0.08333333333333326,0.06666666666666665,0.0,10.0,3.0,
org.apache.commons.io.input.BOMInputStreamTest,301.0,33.0,60.0,8.0,1.0,27.0,0.0,0.0,0.0,39.0,0.0,
org.apache.commons.io.input.BOMInputStreamTest.ExpectCloseInputStream,14.0,3.0,4.0,2.0,1.0,1.0,0.5,0.33333333333333337,0.0,3.0,1.0,
org.apache.commons.io.input.BoundedInputStreamTest,46.0,4.0,11.0,4.0,1.0,7.0,0.0,0.0,0.0,8.0,0.0,
org.apache.commons.io.input.BrokenInputStreamTest,61.0,6.0,15.0,3.0,1.0,9.0,-0.0,0.0,0.0,13.0,2.0,
org.apache.commons.io.input.CharSequenceInputStreamTest,120.0,13.0,28.0,8.0,0.0,15.0,0.9166666666666666,0.8461538461538461,0.0,20.0,3.0,
org.apache.commons.io.input.CharSequenceReaderTest,86.0,9.0,20.0,4.0,0.0,11.0,0.875,0.7777777777777778,0.0,11.0,1.0,
org.apache.commons.io.input.ClassLoaderObjectInputStreamTest,26.0,3.0,18.0,9.0,1.0,15.0,0.0,0.0,0.0,3.0,0.0,
org.apache.commons.io.input.ClosedInputStreamTest,5.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,
org.apache.commons.io.input.CloseShieldInputStreamTest,24.0,2.0,8.0,4.0,1.0,6.0,-0.0,0.0,0.0,2.0,4.0,
org.apache.commons.io.input.compatibility.XmlStreamReader,389.0,26.0,70.0,21.0,1.0,51.0,0.9244444444444444,0.8888888888888888,0.0,102.0,18.0,
